Month,NSW , VIC, QLD, SA , WA , TAS, NT , ACT, AUS
Jul-01,97.3,76.599999999999994,61.3,73.2,68.5,36.799999999999997,55.6,60.1,82.6
Aug-01,97.7,84.7,59.3,76.5,73.2,40.700000000000003,63.6,71.2,85.4
Sep-01,97,77,56.1,66.7,62.4,35.700000000000003,52.1,61.7,81.2
Oct-01,92.4,70.5,51.3,64.7,63.2,38.9,36.4,61.8,76.599999999999994
Nov-01,90.9,71.8,57.3,80.7,67.3,40.299999999999997,45.3,62.5,78
Dec-01,77.900000000000006,65.3,52.3,69,70.5,38.6,42.8,48.5,69.099999999999994
Jan-02,73.8,63.7,54.1,73.7,58.1,41.1,52.6,61.1,66.8
Feb-02,78.7,65.3,54.9,74.400000000000006,72.8,44.2,55.3,60.6,70.599999999999994
Mar-02,81.400000000000006,73.400000000000006,61.9,78.400000000000006,71.2,49.9,48.4,63.2,75
Apr-02,85.3,73.5,63.2,84.7,76.099999999999994,51.5,54.9,92.6,78.400000000000006
May-02,81.2,73.7,65.5,75.3,72.7,59.7,62.5,80.2,76.099999999999994
Jun-02,82.9,75.400000000000006,67.7,82.1,80.400000000000006,64.900000000000006,90.5,74.599999999999994,78.400000000000006
Jul-02,81.099999999999994,75.900000000000006,68.5,81.900000000000006,73.599999999999994,66,80.599999999999994,76.900000000000006,77.3
Aug-02,80.599999999999994,75.7,71.099999999999994,82.8,69.099999999999994,69.5,72.900000000000006,82.2,77.3
Sep-02,78.400000000000006,75.2,73.3,82.2,74.2,79.400000000000006,77.7,91.4,77.099999999999994
Oct-02,80.8,77.8,77.400000000000006,86.3,72.7,82.1,87.6,88.6,79.400000000000006
Nov-02,81,78.3,74.599999999999994,77.5,69.3,77,95.7,91.8,78.8
Dec-02,84.6,79.8,78.8,91.9,71.400000000000006,80.7,94.3,108.4,82.6
Jan-03,85.8,85.1,83,90.6,85.2,77.8,95.5,97,85.7
Feb-03,83.4,89.3,84.6,82.6,76,81.5,79.599999999999994,91.5,84.8
Mar-03,82.9,88.7,81.3,89.8,80.400000000000006,71.099999999999994,73.599999999999994,89.6,84.3
Apr-03,79.900000000000006,80.5,76.7,80.5,81.099999999999994,73.099999999999994,66,75.400000000000006,79.5
May-03,85.1,81.8,79.900000000000006,84.4,83.1,72,76.5,90.5,83.4
Jun-03,86.5,86.2,82.8,86.2,83,90.5,74.7,96.2,85.9
Jul-03,89,88.8,88.5,94.9,86.2,110.3,78.900000000000006,95.2,89.1
Aug-03,90.3,89.5,89.5,101.1,82.4,101.1,78.7,94,89.9
Sep-03,92.4,97.7,95.7,97.6,89.4,97.2,77.5,93,94.2
Oct-03,95.6,100.7,99.9,98.6,98,101.6,93.2,87.7,97.5
Nov-03,91.1,97.7,101.3,102.1,106.8,99.5,89.2,77.5,95.3
Dec-03,99.9,110,107.4,113.5,105.1,131.6,114,108.1,104.8
Jan-04,105.6,110.9,110.5,108.6,116.9,141.30000000000001,99.8,96.7,108.4
Feb-04,114.9,116.4,119.5,112.5,117.9,129.69999999999999,146,109.1,116.1
Mar-04,121.7,122.7,126,116.1,123.3,126.1,169.7,111.8,122.5
Apr-04,126.8,134.19999999999999,137.6,119.7,122.1,110.6,171.2,115.4,129.5
May-04,127.4,129.30000000000001,136.6,121.9,127.7,125,137.1,110.6,128.6
Jun-04,128.30000000000001,133.30000000000001,139.9,123.7,133,125.6,91.8,127.5,131.19999999999999
Jul-04,127.5,134.30000000000001,141.4,118.2,137.30000000000001,142.6,178.7,138.6,132.19999999999999
Aug-04,132.80000000000001,133.80000000000001,149.30000000000001,119.7,147.5,159.5,127.4,132.80000000000001,136
Sep-04,138.80000000000001,140.4,157.30000000000001,139.80000000000001,156.30000000000001,170.8,177.2,139.80000000000001,143.4
Oct-04,146.4,156.6,165.3,154.19999999999999,167.3,165.9,135.30000000000001,149.80000000000001,153.5
Nov-04,149,155.6,166.6,143,168.3,163.80000000000001,169.3,152.30000000000001,154.6
Dec-04,149.19999999999999,148.80000000000001,168.7,129.4,163.69999999999999,165.8,126.3,148.4,152.1
Jan-05,154.5,162.69999999999999,174,144.5,177.3,168.2,145.80000000000001,158.9,160.80000000000001
Feb-05,153.5,161.69999999999999,181.3,156.19999999999999,180,179.7,161,165.3,161.9
Mar-05,153.69999999999999,157.5,189.4,150.30000000000001,196.6,184.1,160.69999999999999,179.4,163.5
Apr-05,161.1,179,209.4,172.7,222.2,189.4,173.5,169.8,177.6
May-05,163.1,180.5,217.7,172.6,219.8,180.6,172.6,183.8,180.2
Jun-05,166.4,187.1,224,175.8,229.7,169.8,175.3,174.6,184.8
Jul-05,169.6,185.6,231.4,178.5,231.2,172,195.2,173.2,187.2
